"id","name","bat_side","side","avg_batter_y_position","avg_batter_x_position","avg_foot_sep","avg_stance_angle","avg_intercept_y_vs_batter","avg_intercept_y_vs_plate"
678662,"Tovar, Ezequiel","R","R",27.107877519704747,24.763402851545713,38.61379523404798,0.4739339542434455,29.27301335460452,2.1651358348997767
660271,"Ohtani, Shohei","L","L",29.26906638995809,29.987738673458086,33.35539136994945,-9.302159475249344,26.9066791022736,-2.3623872876844922
621566,"Olson, Matt","L","L",30.527979252992615,30.04828466081259,30.423949374024982,-8.466047866180661,33.3901191561568,2.8621399031641825
606192,"Hernández, Teoscar","R","R",31.170344340832536,29.346458165499435,27.275861145812527,-0.9771030813383076,29.702244044285987,-1.4681002965465528
642715,"Adames, Willy","R","R",32.24776361247569,31.60032021561086,33.71957860803865,4.054309993292141,30.362517876622135,-1.885245735853549
683011,"Volpe, Anthony","R","R",30.023990450098797,28.487997234319224,24.81149223263873,1.6613623193888079,26.39616082343045,-3.6278296266683356
521692,"Perez, Salvador","R","R",29.512239443833803,27.19568863557578,34.75459636634056,-25.272491306250252,29.662228873111392,0.1499894292775861
650402,"Torres, Gleyber","R","R",32.59319588107822,27.260699960970246,26.146953898171994,-36.29341138115228,30.82543093623479,-1.7677649448434531
665926,"Giménez, Andrés","L","L",24.264734529315607,28.78048240022521,37.743929392581364,-3.0328799966832207,29.85055250891778,5.585817979602167
592206,"Castellanos, Nick","R","R",28.638102556942382,27.71520633668325,28.208462017233803,-15.934097036136425,30.933080568379207,2.294978011436832
677951,"Witt Jr., Bobby","R","R",28.421225332296608,24.037406253606587,30.48494040858618,-13.299818148486612,29.356724654100294,0.9354993218036806
607043,"Nimmo, Brandon","L","L",26.61931193346277,31.701809040824298,28.29505588836057,-8.625704497294334,28.684777993072302,2.0654660596095327
542303,"Ozuna, Marcell","R","R",35.30278451974566,27.50377429062531,31.2685827940285,-24.643915449237053,32.64204511432047,-2.660739405425183
680776,"Duran, Jarren","L","L",27.3634361553339,30.604930650989274,19.489827726611733,0.14690383910730867,27.37609767989839,0.012661524564486631
518692,"Freeman, Freddie","L","L",29.11323238097921,30.307664765964248,33.655035085765924,0.8176016344505103,26.06056239474154,-3.0526699862376723
683002,"Henderson, Gunnar","L","L",24.84750799050779,26.62757847422047,32.31175743604165,-1.8760599400023676,32.56634240669461,7.718834416186818
547180,"Harper, Bryce","L","L",22.916899240176694,29.066542651104022,33.393233338337076,-12.456796579164125,31.815611772210392,8.898712532033686
592450,"Judge, Aaron","R","R",29.679066621359254,33.82099347952945,31.563365878944346,-6.617851521594237,30.185046124169475,0.5059795028102113
543760,"Semien, Marcus","R","R",26.59822723329648,23.429383127764194,32.5756218733293,-1.4181838461061875,30.933769058166508,4.335541824870023
661388,"Contreras, William","R","R",29.027057045751064,27.60329714252266,29.046029903704166,-0.35477814311110323,30.880613843658473,1.8535567979074143
666969,"García, Adolis","R","R",28.515494981946343,26.296655861547336,31.244906041021935,-15.403349388822356,32.74342870612785,4.22793372418151
502671,"Goldschmidt, Paul","R","R",24.979905706898712,34.45718668161705,36.205201386628175,-3.1423990023432062,19.91707164176105,-5.062834065137665
592518,"Machado, Manny","R","R",24.49004122754353,31.42130103586191,30.464490378895974,-37.970022778138826,31.109623388677313,6.619582161133782
701538,"Merrill, Jackson","L","L",26.881141251693702,27.717985524878443,24.630813424386364,2.231114044858565,26.151991327258603,-0.7291499244350915
677594,"Rodríguez, Julio","R","R",23.75519846597233,30.42720094307749,28.28682614260037,1.8742270605409808,33.55557735721265,9.800378891240321
624413,"Alonso, Pete","R","R",24.342496560801607,28.388367492579825,33.706787646440965,1.7687235501534033,30.298120615813403,5.9556240550117945
678882,"Rafaela, Ceddanne","R","R",30.53164959660799,26.292069497566388,23.20741806935969,-25.010649515924012,33.45539262325329,2.9237430266453104
670623,"Paredes, Isaac","R","R",32.6078541581597,24.87634245235039,27.56728564276221,-39.12530849759116,38.22796823673126,5.620114078571558
650559,"De La Cruz, Bryan","R","R",27.706577805395355,27.290708319721908,36.43534878045419,-10.921464523042415,28.31908289542784,0.6125050900325016
641857,"McMahon, Ryan","L","L",21.208622073181008,33.233721129503394,45.341608450731115,3.5545910363564386,22.561227075723828,1.3526050025428096
673237,"Diaz, Yainer","R","R",29.722257877466866,28.078862497927446,31.88707822309548,-2.1143148295767324,30.968073989057842,1.2458161115909727
647304,"Naylor, Josh","L","L",24.100902916628446,27.09655825837334,44.36703040872913,-3.844739176580352,27.376263579773678,3.2753606631452237
630105,"Cronenworth, Jake","L","L",35.83569095698457,26.086403334846537,21.684251850306925,2.5941343258197946,29.375047040489008,-6.460643916495565
665489,"Guerrero Jr., Vladimir","R","R",27.772295967447697,29.327507711475196,28.152303309637684,-9.429142556756243,32.424593147140115,4.652297179692418
665161,"Peña, Jeremy","R","R",28.664457491650623,28.200045517180367,27.373140282898035,-3.3381629715213283,28.07504747094235,-0.589410020708281
553993,"Suárez, Eugenio","R","R",23.96447283027395,24.818451400194405,26.94684344142029,-12.350247172554475,32.82244265564368,8.857969825369725
682928,"Abrams, CJ","L","L",27.01360979761802,30.164371701444512,26.31224419316701,2.6568258003278657,31.12264446174916,4.109034664131134
514888,"Altuve, Jose","R","R",11.245091764022742,30.049946731098704,29.19846251861802,-14.90346018038736,28.0733666433688,16.828274879346054
646240,"Devers, Rafael","L","L",21.80579276082978,26.761784819057677,30.65990885554811,-67.38188855579044,28.759361955652427,6.953569194822631
665862,"Chisholm Jr., Jazz","L","L",22.968414666980795,25.35332006775877,30.3922735866305,-3.21964142213203,28.37487945149907,5.406464784518274
665742,"Soto, Juan","L","L",25.570370772635165,29.47172446854571,41.613072697199286,-13.030313193151652,25.925493772577695,0.35512299994253377
691026,"Winn, Masyn","R","R",32.045476716308144,22.89010123272598,13.30255680607337,-47.763598299681185,33.04207834847641,0.9966016321682651
650333,"Arraez, Luis","L","L",33.28215009773524,25.301465829403675,26.865096093654785,-23.357564979122486,32.724171168955294,-0.5579789287799588
